job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred,salary_min,salary_max,salary_avg,skills_count,posted_year,posted_month,posted_quarter,days_since_posted,experience_order
1173,"Moran, Ellis and Vargas",E-commerce,AI Product Manager,pandas;aws;gcp;sql;azure;numpy,Mid,Contract,"New Sethtown, ZW",64114-80848,2025-01-03,Mid,tensorflow,64114.0,80848.0,72481.0,6,2025,1,1,270,1
1174,"Porter, Hernandez and Hall",Tech,AI Product Manager,mlflow;keras;scikit-learn;r;gcp,Mid,Full-time,"Ambertown, LV",94393-193885,2024-03-27,Startup,kdb+;tensorflow;fastapi,94393.0,193885.0,144139.0,5,2024,3,1,552,1
1175,Hunter and Sons,Automotive,AI Product Manager,sql;scikit-learn;reinforcement learning;mlflow;pandas,Senior,Full-time,"South Jasonville, RO",130255-148523,2024-11-21,Large,mlflow;langchain,130255.0,148523.0,139389.0,5,2024,11,4,313,2
1176,Moore Ltd,Education,ML Engineer,numpy;gcp;sql;cuda;pytorch,Mid,Internship,"Garyville, BZ",116734-214659,2024-10-28,Mid,bigquery;mlflow;tensorflow,116734.0,214659.0,165696.5,5,2024,10,4,337,1
1177,Diaz-Gray,Education,AI Product Manager,excel;gcp;c++;numpy;hugging face,Senior,Full-time,"West Justinside, KI",148619-160261,2024-09-09,Mid,pytorch;bigquery;scikit-learn,148619.0,160261.0,154440.0,5,2024,9,3,386,2
1178,Poole-Scott,Education,Data Analyst,mlflow;langchain;excel;c++,Entry,Contract,"Kellyhaven, GQ",95762-123849,2025-07-20,Startup,scikit-learn;bigquery,95762.0,123849.0,109805.5,4,2025,7,3,72,0
1179,"Bishop, Finley and Duran",Healthcare,Computer Vision Engineer,c++;cuda;keras;excel,Mid,Contract,"South Meganfort, CZ",144929-213298,2025-05-03,Mid,pytorch;langchain;mlflow,144929.0,213298.0,179113.5,4,2025,5,2,150,1
1180,Rivera Group,Healthcare,AI Product Manager,cuda;pandas;mlflow;azure;flask,Entry,Full-time,"Port Jennifer, CF",64077-123461,2023-12-20,Mid,mlflow;fastapi;scikit-learn,64077.0,123461.0,93769.0,5,2023,12,4,650,0
1181,Blanchard LLC,E-commerce,Data Scientist,langchain;python;excel;c++;fastapi,Entry,Contract,"North Robertberg, CL",84270-128757,2025-03-17,Startup,langchain;kdb+,84270.0,128757.0,106513.5,5,2025,3,1,197,0
1182,"Herman, Rivera and Gonzalez",Retail,Data Analyst,aws;reinforcement learning;azure;python;tensorflow,Mid,Remote,"East Jessica, PG",134675-230472,2025-02-03,Mid,scikit-learn;langchain;bigquery,134675.0,230472.0,182573.5,5,2025,2,1,239,1
1183,"Mcmillan, Jensen and Olson",Tech,AI Product Manager,reinforcement learning;keras;r;mlflow;power bi;flask,Mid,Full-time,"Rachelmouth, EG",60301-147093,2025-01-09,Startup,langchain,60301.0,147093.0,103697.0,6,2025,1,1,264,1
1184,"Mcbride, Davenport and Kidd",Tech,Data Scientist,keras;numpy;gcp,Senior,Full-time,"Port Leahland, GQ",80142-137381,2025-02-09,Mid,langchain;scikit-learn,80142.0,137381.0,108761.5,3,2025,2,1,233,2
1185,"Lane, Diaz and Khan",Automotive,AI Researcher,aws;flask;sql;keras;excel,Entry,Contract,"Melaniemouth, RS",139587-157245,2024-08-30,Startup,mlflow;pytorch,139587.0,157245.0,148416.0,5,2024,8,3,396,0
1186,Taylor LLC,Tech,AI Researcher,tensorflow;reinforcement learning;c++;power bi;langchain,Entry,Full-time,"Lopezfurt, AD",132458-195780,2025-08-01,Large,tensorflow;langchain,132458.0,195780.0,164119.0,5,2025,8,3,60,0
1187,"Moss, Simmons and Elliott",Finance,ML Engineer,power bi;azure;hugging face;python;c++;r,Entry,Contract,"Matthewville, US",44138-83858,2025-08-30,Large,langchain;tensorflow;mlflow,44138.0,83858.0,63998.0,6,2025,8,3,31,0
1188,"Crane, Robles and Arias",Automotive,ML Engineer,tensorflow;reinforcement learning;sql;numpy;python,Entry,Contract,"New Michaelmouth, KR",85552-135909,2024-06-01,Mid,fastapi;tensorflow,85552.0,135909.0,110730.5,5,2024,6,2,486,0
1189,Martinez-Fuller,Finance,Data Scientist,scikit-learn;gcp;numpy;flask;excel;aws,Entry,Remote,"Ruizbury, NZ",78016-138883,2024-03-23,Startup,fastapi;scikit-learn,78016.0,138883.0,108449.5,6,2024,3,1,556,0
1190,Wood-Johnson,Finance,AI Researcher,aws;numpy;langchain;scikit-learn;fastapi,Senior,Remote,"Gailland, SK",132214-163110,2023-10-03,Mid,tensorflow;scikit-learn;pytorch,132214.0,163110.0,147662.0,5,2023,10,4,728,2
1191,Martin Group,Retail,ML Engineer,cuda;power bi;langchain;scikit-learn,Senior,Full-time,"Lake Nicole, GT",139424-155189,2024-04-30,Large,bigquery;mlflow,139424.0,155189.0,147306.5,4,2024,4,2,518,2
1192,"Morrison, Wallace and Wade",Retail,AI Researcher,pytorch;power bi;pandas;scikit-learn,Mid,Internship,"East Cheryl, PG",77201-136368,2023-12-21,Startup,mlflow;langchain;scikit-learn,77201.0,136368.0,106784.5,4,2023,12,4,649,1
1193,"Villa, Hall and Bishop",Automotive,Data Analyst,langchain;power bi;aws;tensorflow,Mid,Contract,"New Garytown, FI",53641-106882,2024-10-21,Startup,mlflow,53641.0,106882.0,80261.5,4,2024,10,4,344,1
1194,Kennedy-Davis,E-commerce,Data Scientist,keras;python;power bi;gcp,Senior,Contract,"East Jessicaport, CG",54875-88396,2025-02-02,Mid,bigquery;fastapi;pytorch,54875.0,88396.0,71635.5,4,2025,2,1,240,2
1195,Anderson Group,E-commerce,Data Scientist,langchain;pandas;scikit-learn;mlflow;c++,Mid,Contract,"Turnerville, AO",71896-133164,2024-01-27,Mid,pytorch,71896.0,133164.0,102530.0,5,2024,1,1,612,1
1196,"Price, Moore and Kidd",E-commerce,Computer Vision Engineer,fastapi;excel;scikit-learn;pandas;pytorch;hugging face,Entry,Full-time,"Rachelview, KH",54199-121277,2024-02-09,Startup,tensorflow;bigquery;mlflow,54199.0,121277.0,87738.0,6,2024,2,1,599,0
1197,Carroll Group,Automotive,NLP Engineer,c++;aws;numpy;sql,Mid,Remote,"West Monica, TT",58539-140291,2025-05-19,Startup,kdb+,58539.0,140291.0,99415.0,4,2025,5,2,134,1
1198,Woods-French,Healthcare,AI Researcher,tensorflow;python;reinforcement learning,Mid,Internship,"South Meagan, GQ",81361-133784,2023-12-31,Startup,pytorch;scikit-learn;kdb+,81361.0,133784.0,107572.5,3,2023,12,4,639,1
1199,"Miller, Gonzalez and Kelly",Retail,Data Scientist,reinforcement learning;flask;c++;azure;hugging face;python,Senior,Remote,"Kellyborough, PA",107193-148881,2023-10-26,Startup,scikit-learn,107193.0,148881.0,128037.0,6,2023,10,4,705,2
1200,Marquez and Sons,Education,Data Scientist,tensorflow;scikit-learn;numpy;c++;hugging face,Entry,Contract,"Pooleview, NL",101110-159072,2025-03-31,Large,fastapi;mlflow;pytorch,101110.0,159072.0,130091.0,5,2025,3,1,183,0
1201,"Anderson, Lucas and Clements",Retail,Quant Researcher,sql;aws;tensorflow,Entry,Full-time,"West Bethanyshire, HU",136800-229914,2024-09-21,Mid,pytorch,136800.0,229914.0,183357.0,3,2024,9,3,374,0
1202,Williams LLC,Tech,ML Engineer,hugging face;pandas;sql,Mid,Internship,"East Nicholeberg, DE",124475-186998,2025-03-25,Startup,mlflow;pytorch;bigquery,124475.0,186998.0,155736.5,3,2025,3,1,189,1
1203,Braun Inc,Tech,Data Scientist,numpy;tensorflow;pandas;cuda,Senior,Internship,"Brooksbury, GE",132410-187652,2024-08-08,Large,bigquery,132410.0,187652.0,160031.0,4,2024,8,3,418,2
1204,"Williams, Carter and Wilson",E-commerce,NLP Engineer,c++;pandas;keras;excel,Mid,Full-time,"Juliemouth, TR",112490-177711,2023-11-06,Startup,mlflow;kdb+;scikit-learn,112490.0,177711.0,145100.5,4,2023,11,4,694,1
1205,Howard-Farrell,Retail,Quant Researcher,scikit-learn;excel;flask,Entry,Internship,"Fishershire, CN",87425-138303,2025-07-11,Mid,fastapi,87425.0,138303.0,112864.0,3,2025,7,3,81,0
1206,Richards-Adams,Finance,Quant Researcher,fastapi;c++;numpy;flask,Entry,Contract,"Lake Kathleenville, AZ",67422-166675,2024-08-17,Large,mlflow;langchain,67422.0,166675.0,117048.5,4,2024,8,3,409,0
1207,Olson Group,Automotive,Data Scientist,sql;pandas;flask,Senior,Remote,"East Nicole, GA",60629-128509,2025-01-25,Mid,fastapi;mlflow;bigquery,60629.0,128509.0,94569.0,3,2025,1,1,248,2
1208,Montgomery-Castro,Automotive,Data Analyst,mlflow;keras;c++;reinforcement learning,Mid,Internship,"South Michelebury, AO",141368-183538,2023-10-05,Startup,langchain;fastapi,141368.0,183538.0,162453.0,4,2023,10,4,726,1
1209,Cannon Group,E-commerce,AI Researcher,hugging face;flask;pandas;sql;tensorflow,Entry,Remote,"Port Andrew, AF",125075-152579,2024-10-03,Startup,fastapi;mlflow;langchain,125075.0,152579.0,138827.0,5,2024,10,4,362,0
1210,Green-Freeman,Education,Data Scientist,gcp;langchain;scikit-learn;numpy;pandas,Mid,Full-time,"East Edwardtown, ME",140375-183044,2024-01-11,Mid,fastapi;tensorflow;mlflow,140375.0,183044.0,161709.5,5,2024,1,1,628,1
1211,"Sullivan, Spencer and Holland",Finance,Quant Researcher,fastapi;tensorflow;hugging face;sql;azure;reinforcement learning,Entry,Internship,"Thomasfurt, VA",58608-145805,2023-09-28,Startup,scikit-learn;mlflow;fastapi,58608.0,145805.0,102206.5,6,2023,9,3,733,0
1212,Barrett-Smith,Automotive,ML Engineer,sql;r;aws,Mid,Internship,"Jessicachester, MW",51771-68566,2025-01-01,Mid,mlflow;bigquery;fastapi,51771.0,68566.0,60168.5,3,2025,1,1,272,1
1213,Vargas-Rodriguez,Automotive,Data Analyst,aws;c++;hugging face;azure;tensorflow;mlflow,Senior,Internship,"Debraton, GT",87515-163452,2024-06-20,Startup,kdb+;bigquery,87515.0,163452.0,125483.5,6,2024,6,2,467,2
1214,Gaines-Vance,Healthcare,NLP Engineer,tensorflow;mlflow;cuda,Entry,Remote,"Cervantesmouth, FM",140185-236787,2025-09-10,Large,mlflow;tensorflow;fastapi,140185.0,236787.0,188486.0,3,2025,9,3,20,0
1215,"Brown, Fox and Stokes",Healthcare,AI Product Manager,flask;cuda;hugging face;mlflow;fastapi,Mid,Internship,"Marcmouth, CN",52829-97624,2025-08-13,Mid,langchain,52829.0,97624.0,75226.5,5,2025,8,3,48,1
1216,Sparks-Garrison,E-commerce,Data Analyst,fastapi;gcp;c++,Entry,Internship,"New Andreastad, RO",132513-230452,2024-07-12,Mid,fastapi;langchain,132513.0,230452.0,181482.5,3,2024,7,3,445,0
1217,"Payne, Swanson and Silva",Automotive,AI Researcher,tensorflow;power bi;scikit-learn;excel,Entry,Remote,"North Jamesside, YE",84716-150208,2024-12-22,Mid,fastapi;pytorch,84716.0,150208.0,117462.0,4,2024,12,4,282,0
1218,Vargas-Edwards,Tech,Data Analyst,power bi;gcp;scikit-learn,Entry,Internship,"Adamtown, CH",57691-76940,2025-01-08,Large,kdb+;langchain,57691.0,76940.0,67315.5,3,2025,1,1,265,0
1219,Huynh PLC,Retail,AI Researcher,r;keras;azure;aws;numpy;gcp,Entry,Internship,"West Christopher, QA",124533-208279,2024-12-15,Mid,langchain;bigquery;scikit-learn,124533.0,208279.0,166406.0,6,2024,12,4,289,0
1220,"Griffith, Ruiz and Jones",Healthcare,AI Product Manager,sql;fastapi;cuda;gcp;langchain;scikit-learn,Entry,Internship,"West Christina, BW",91133-152395,2024-04-14,Startup,tensorflow,91133.0,152395.0,121764.0,6,2024,4,2,534,0
1221,Flowers Group,Healthcare,Computer Vision Engineer,numpy;r;cuda;mlflow;azure;pytorch,Mid,Full-time,"New Robin, NR",45671-90178,2023-10-03,Mid,bigquery;kdb+,45671.0,90178.0,67924.5,6,2023,10,4,728,1
1222,Deleon PLC,Finance,ML Engineer,power bi;keras;tensorflow,Senior,Contract,"North Brendaview, SE",82804-138709,2023-11-17,Mid,langchain;scikit-learn,82804.0,138709.0,110756.5,3,2023,11,4,683,2
1223,Mcintosh-Mitchell,Tech,ML Engineer,keras;power bi;tensorflow;excel;sql;langchain,Entry,Internship,"North John, YE",91610-132764,2024-07-28,Mid,mlflow;scikit-learn;fastapi,91610.0,132764.0,112187.0,6,2024,7,3,429,0
1224,Davies-Valentine,Finance,Quant Researcher,aws;gcp;keras;sql;pandas;python,Entry,Full-time,"Dixontown, BY",68574-108118,2024-08-29,Large,pytorch;scikit-learn,68574.0,108118.0,88346.0,6,2024,8,3,397,0
1225,Collins Group,Retail,NLP Engineer,azure;pytorch;langchain,Entry,Internship,"Brandonville, FR",124562-213852,2024-01-07,Mid,langchain;mlflow,124562.0,213852.0,169207.0,3,2024,1,1,632,0
1226,Fields-Ramirez,Education,AI Researcher,hugging face;langchain;r;python;sql;tensorflow,Mid,Internship,"East Alexandratown, BT",86589-178866,2024-03-16,Large,bigquery,86589.0,178866.0,132727.5,6,2024,3,1,563,1
1227,"Christensen, Heath and Lopez",Education,Quant Researcher,sql;scikit-learn;gcp,Mid,Remote,"Mcdonaldview, TT",93501-130789,2024-03-07,Startup,langchain;bigquery;mlflow,93501.0,130789.0,112145.0,3,2024,3,1,572,1
1228,Cross-Randall,E-commerce,Data Analyst,hugging face;r;tensorflow,Entry,Contract,"Brianshire, KE",57590-85895,2024-12-09,Large,tensorflow;langchain,57590.0,85895.0,71742.5,3,2024,12,4,295,0
1229,Brewer-Bruce,Finance,Quant Researcher,tensorflow;hugging face;cuda;pytorch,Entry,Contract,"New Donnaville, AG",142708-157155,2024-06-28,Mid,bigquery;mlflow;fastapi,142708.0,157155.0,149931.5,4,2024,6,2,459,0
1230,"Henderson, Owens and Jones",Finance,AI Product Manager,fastapi;python;mlflow;r;tensorflow,Mid,Internship,"Sullivanborough, TH",140520-166869,2024-03-11,Startup,scikit-learn;langchain,140520.0,166869.0,153694.5,5,2024,3,1,568,1
1231,Lee-Davis,Tech,AI Product Manager,excel;pandas;power bi;numpy;reinforcement learning;c++,Senior,Internship,"Gonzalesland, UZ",93505-152567,2024-03-25,Startup,scikit-learn,93505.0,152567.0,123036.0,6,2024,3,1,554,2
1232,Watson-Fernandez,Healthcare,Data Scientist,flask;python;c++;azure,Entry,Full-time,"Mosesland, FJ",137712-152412,2024-06-17,Startup,fastapi;scikit-learn,137712.0,152412.0,145062.0,4,2024,6,2,470,0
1233,"Benjamin, Jordan and Larsen",Education,AI Product Manager,scikit-learn;mlflow;keras;hugging face,Senior,Full-time,"New Angelton, SM",100873-150041,2024-04-16,Mid,pytorch;fastapi,100873.0,150041.0,125457.0,4,2024,4,2,532,2
1234,Moore LLC,Finance,Data Scientist,r;numpy;hugging face;tensorflow,Senior,Internship,"Willischester, ET",86191-119779,2024-10-06,Startup,kdb+,86191.0,119779.0,102985.0,4,2024,10,4,359,2
1235,"Wilson, Roberts and Frank",E-commerce,Data Scientist,pytorch;azure;flask;sql;power bi;tensorflow,Entry,Full-time,"Port Amy, FJ",107174-166157,2023-12-15,Large,scikit-learn;langchain,107174.0,166157.0,136665.5,6,2023,12,4,655,0
1236,"Hernandez, Long and Hutchinson",E-commerce,AI Product Manager,gcp;c++;r;pandas,Senior,Remote,"Hayesport, CH",133743-163382,2025-06-14,Startup,mlflow;kdb+;langchain,133743.0,163382.0,148562.5,4,2025,6,2,108,2
1237,"Huffman, Larson and Bryant",Healthcare,NLP Engineer,numpy;c++;python,Entry,Contract,"South Devinburgh, GM",44626-114268,2025-09-07,Startup,bigquery;kdb+,44626.0,114268.0,79447.0,3,2025,9,3,23,0
1238,"Perry, Ford and Watson",Finance,Quant Researcher,python;excel;scikit-learn;tensorflow;r,Mid,Remote,"Leeville, IR",42058-140636,2024-06-06,Startup,langchain;bigquery;fastapi,42058.0,140636.0,91347.0,5,2024,6,2,481,1
1239,Coffey Ltd,E-commerce,AI Researcher,langchain;gcp;numpy,Entry,Full-time,"Port Aprilhaven, MD",83416-151596,2025-07-03,Large,pytorch;langchain,83416.0,151596.0,117506.0,3,2025,7,3,89,0
1240,Lewis-Suarez,Education,AI Researcher,power bi;pandas;python;keras;numpy;scikit-learn,Mid,Full-time,"New Brandonfurt, TJ",136005-149348,2023-10-29,Large,pytorch,136005.0,149348.0,142676.5,6,2023,10,4,702,1
1241,Dominguez Ltd,Education,NLP Engineer,flask;pandas;power bi;scikit-learn;r,Senior,Contract,"Gillbury, LR",142696-209766,2025-01-31,Mid,pytorch;mlflow,142696.0,209766.0,176231.0,5,2025,1,1,242,2
1242,Bennett-Peck,Finance,AI Researcher,pytorch;hugging face;gcp;keras;tensorflow;aws,Mid,Remote,"Port Ernest, PY",57791-105397,2023-09-23,Large,scikit-learn,57791.0,105397.0,81594.0,6,2023,9,3,738,1
1243,Jones and Sons,Finance,AI Researcher,azure;langchain;flask,Mid,Contract,"New Loriberg, OM",117104-212155,2024-03-05,Large,langchain,117104.0,212155.0,164629.5,3,2024,3,1,574,1
1244,Benton-Dunn,Retail,Data Scientist,aws;gcp;pytorch;keras;tensorflow,Entry,Full-time,"Justinmouth, BF",81222-98058,2024-01-17,Startup,scikit-learn;mlflow;kdb+,81222.0,98058.0,89640.0,5,2024,1,1,622,0
1245,Martin and Sons,Automotive,Data Analyst,azure;keras;r;scikit-learn;tensorflow;pytorch,Senior,Contract,"South Lauraport, MC",136657-216930,2025-02-20,Large,pytorch;kdb+,136657.0,216930.0,176793.5,6,2025,2,1,222,2
1246,"Washington, Allen and Watts",Finance,Computer Vision Engineer,aws;tensorflow;r,Mid,Contract,"Kyliehaven, UY",117119-152032,2025-04-19,Startup,fastapi;kdb+,117119.0,152032.0,134575.5,3,2025,4,2,164,1
1247,"Bauer, Hayden and Reynolds",Healthcare,NLP Engineer,numpy;excel;gcp;cuda;aws,Entry,Full-time,"Matthewland, FI",98470-180907,2024-02-27,Large,scikit-learn;pytorch,98470.0,180907.0,139688.5,5,2024,2,1,581,0
1248,Williams-Hamilton,Tech,AI Researcher,pytorch;keras;r;sql;reinforcement learning;excel,Entry,Internship,"West Sierra, LT",120633-178318,2024-01-12,Mid,fastapi,120633.0,178318.0,149475.5,6,2024,1,1,627,0
1249,Walters LLC,Healthcare,Quant Researcher,sql;excel;flask;scikit-learn,Senior,Contract,"Lake Rodneyfort, BF",95461-193480,2024-08-23,Startup,bigquery,95461.0,193480.0,144470.5,4,2024,8,3,403,2
1250,"Davis, Hanson and Gaines",Automotive,AI Researcher,flask;keras;tensorflow;cuda;c++,Mid,Contract,"Lake Phyllisburgh, MY",102123-122063,2023-10-04,Mid,tensorflow;fastapi;bigquery,102123.0,122063.0,112093.0,5,2023,10,4,727,1
1251,"Garcia, Smith and James",Automotive,ML Engineer,numpy;pandas;sql;gcp;fastapi,Mid,Full-time,"Lake Gregoryshire, CD",111473-178933,2024-01-15,Mid,mlflow;langchain,111473.0,178933.0,145203.0,5,2024,1,1,624,1
1252,Williams PLC,Retail,Data Analyst,sql;power bi;excel;reinforcement learning,Entry,Contract,"Vanessafurt, TG",128138-226109,2025-06-29,Large,fastapi;kdb+,128138.0,226109.0,177123.5,4,2025,6,2,93,0
1253,Powell Ltd,Automotive,Computer Vision Engineer,numpy;cuda;tensorflow;pandas;hugging face;pytorch,Senior,Remote,"New Donaldmouth, BG",97139-170282,2024-02-26,Mid,scikit-learn;kdb+;langchain,97139.0,170282.0,133710.5,6,2024,2,1,582,2
1254,Bell-Miles,Tech,Computer Vision Engineer,r;excel;numpy;cuda;azure;tensorflow,Senior,Internship,"East Heather, MX",137454-165905,2025-04-15,Mid,scikit-learn,137454.0,165905.0,151679.5,6,2025,4,2,168,2
1255,Cohen-Gardner,Education,AI Product Manager,sql;mlflow;keras,Mid,Remote,"Bairdmouth, BF",42730-121043,2024-07-08,Large,mlflow,42730.0,121043.0,81886.5,3,2024,7,3,449,1
1256,"Smith, Shepherd and Dawson",Education,NLP Engineer,keras;fastapi;flask,Senior,Remote,"East Matthew, KW",121082-204983,2025-07-10,Startup,mlflow,121082.0,204983.0,163032.5,3,2025,7,3,82,2
1257,Dennis-West,Automotive,AI Researcher,langchain;sql;hugging face,Mid,Remote,"West Carolberg, KW",94437-128266,2025-08-20,Mid,mlflow,94437.0,128266.0,111351.5,3,2025,8,3,41,1
1258,"Cortez, Kirby and Harris",Finance,Computer Vision Engineer,tensorflow;excel;numpy;reinforcement learning;mlflow;power bi,Senior,Remote,"North George, LC",67907-106672,2024-03-31,Startup,bigquery,67907.0,106672.0,87289.5,6,2024,3,1,548,2
1259,Martin and Sons,Automotive,Data Scientist,hugging face;pandas;scikit-learn;flask,Entry,Internship,"Mitchelltown, GE",95122-188498,2025-04-01,Mid,kdb+,95122.0,188498.0,141810.0,4,2025,4,2,182,0
1260,Jones-Romero,Education,Quant Researcher,aws;scikit-learn;tensorflow;fastapi;power bi;azure,Senior,Full-time,"Coxstad, PE",141020-194689,2024-07-20,Mid,pytorch,141020.0,194689.0,167854.5,6,2024,7,3,437,2
1261,"Mercer, Robinson and Rhodes",E-commerce,Data Scientist,langchain;fastapi;r,Senior,Full-time,"Jacksonborough, BH",133090-175529,2025-04-22,Large,mlflow,133090.0,175529.0,154309.5,3,2025,4,2,161,2
1262,White-Gomez,Education,Data Analyst,tensorflow;sql;reinforcement learning;aws;pytorch;python,Senior,Contract,"Carlaton, BR",96867-163829,2025-07-24,Large,pytorch;tensorflow,96867.0,163829.0,130348.0,6,2025,7,3,68,2
1263,Morgan-Phillips,E-commerce,Data Analyst,scikit-learn;reinforcement learning;numpy;mlflow;flask;hugging face,Entry,Full-time,"Rodriguezchester, SK",133145-195186,2025-03-18,Mid,fastapi,133145.0,195186.0,164165.5,6,2025,3,1,196,0
1264,Bailey-York,Education,AI Researcher,fastapi;azure;numpy;gcp;flask,Mid,Internship,"Brittanymouth, ME",44966-73083,2024-11-05,Large,fastapi,44966.0,73083.0,59024.5,5,2024,11,4,329,1
1265,Rodriguez-Walters,Healthcare,AI Product Manager,flask;tensorflow;python;r;azure;sql,Senior,Full-time,"Travistown, PS",113803-173152,2024-01-18,Mid,pytorch;scikit-learn;kdb+,113803.0,173152.0,143477.5,6,2024,1,1,621,2
1266,Ortiz PLC,E-commerce,AI Researcher,keras;gcp;scikit-learn;mlflow;numpy,Entry,Full-time,"Rochastad, BB",96732-192601,2025-02-20,Large,langchain;pytorch,96732.0,192601.0,144666.5,5,2025,2,1,222,0
1267,Green-Moore,Retail,Data Analyst,r;numpy;pytorch,Senior,Full-time,"East Valerieville, KE",137258-223013,2024-01-09,Startup,pytorch,137258.0,223013.0,180135.5,3,2024,1,1,630,2
1268,"Underwood, Scott and Norris",Education,Data Scientist,numpy;pandas;langchain;mlflow;tensorflow;r,Senior,Remote,"Davisville, GQ",129628-217643,2024-12-19,Mid,bigquery;tensorflow;mlflow,129628.0,217643.0,173635.5,6,2024,12,4,285,2
1269,Gonzalez-Gordon,Education,Data Scientist,mlflow;langchain;power bi;cuda;sql;tensorflow,Senior,Full-time,"Jodyville, BA",98960-171179,2025-02-18,Large,scikit-learn;langchain,98960.0,171179.0,135069.5,6,2025,2,1,224,2
1270,Gilmore Group,Tech,Quant Researcher,scikit-learn;r;power bi,Mid,Full-time,"North William, FJ",98270-193839,2024-06-05,Large,pytorch;langchain;bigquery,98270.0,193839.0,146054.5,3,2024,6,2,482,1
1271,Scott-Jones,Education,Data Scientist,keras;numpy;reinforcement learning;scikit-learn;azure;pandas,Mid,Internship,"Haneyview, KR",112886-206291,2025-03-28,Large,pytorch;bigquery,112886.0,206291.0,159588.5,6,2025,3,1,186,1
1272,Johnson-Peters,Tech,NLP Engineer,langchain;gcp;numpy;python;r,Entry,Contract,"North Daniel, AZ",74842-147593,2025-04-18,Startup,langchain,74842.0,147593.0,111217.5,5,2025,4,2,165,0
1273,"Black, Baker and Sanchez",Healthcare,AI Researcher,fastapi;flask;power bi;reinforcement learning;pytorch,Entry,Full-time,"West Josebury, IS",132532-204945,2024-01-19,Startup,mlflow,132532.0,204945.0,168738.5,5,2024,1,1,620,0
1274,Durham Ltd,Education,Data Analyst,sql;mlflow;keras;tensorflow;numpy;reinforcement learning,Entry,Contract,"Lake Marychester, CU",85034-163334,2025-09-05,Startup,kdb+;mlflow,85034.0,163334.0,124184.0,6,2025,9,3,25,0
1275,Lee LLC,Healthcare,AI Researcher,aws;numpy;tensorflow;hugging face;cuda;power bi,Senior,Full-time,"South Feliciafurt, SA",69810-147152,2024-01-02,Mid,pytorch;fastapi;scikit-learn,69810.0,147152.0,108481.0,6,2024,1,1,637,2
1276,Lindsey LLC,Automotive,AI Product Manager,aws;flask;c++;gcp;hugging face,Senior,Contract,"West Lauren, FM",123414-145432,2025-01-31,Startup,fastapi;tensorflow,123414.0,145432.0,134423.0,5,2025,1,1,242,2
1277,"Miller, Garcia and Juarez",Automotive,AI Researcher,reinforcement learning;tensorflow;flask;excel;gcp,Senior,Remote,"Port Kevin, TV",142118-211573,2025-02-10,Mid,scikit-learn;langchain;fastapi,142118.0,211573.0,176845.5,5,2025,2,1,232,2
1278,Matthews and Sons,Retail,NLP Engineer,tensorflow;hugging face;mlflow;gcp;pytorch,Senior,Internship,"Port Crystal, SN",93048-182709,2024-09-10,Large,fastapi;tensorflow,93048.0,182709.0,137878.5,5,2024,9,3,385,2
1279,Cannon-Phelps,Retail,Quant Researcher,fastapi;scikit-learn;langchain,Entry,Full-time,"Lake Danielle, IE",143586-192237,2024-10-23,Startup,fastapi;mlflow,143586.0,192237.0,167911.5,3,2024,10,4,342,0
1280,Anderson PLC,Automotive,NLP Engineer,r;fastapi;tensorflow,Entry,Internship,"Sandovalberg, BY",130633-195258,2025-02-20,Mid,scikit-learn,130633.0,195258.0,162945.5,3,2025,2,1,222,0
1281,Brady and Sons,E-commerce,ML Engineer,excel;r;pandas,Entry,Remote,"Stewartfort, AM",47496-67158,2024-05-30,Large,fastapi;pytorch,47496.0,67158.0,57327.0,3,2024,5,2,488,0
1282,Johnson Inc,Finance,Quant Researcher,pytorch;cuda;tensorflow;fastapi;keras,Senior,Full-time,"West Jason, CU",98888-179005,2023-10-19,Startup,scikit-learn,98888.0,179005.0,138946.5,5,2023,10,4,712,2
1283,"Gonzalez, Burnett and Alexander",Automotive,Data Analyst,reinforcement learning;hugging face;cuda;pytorch,Mid,Remote,"North Paulburgh, BF",68341-101863,2025-01-10,Startup,bigquery;pytorch,68341.0,101863.0,85102.0,4,2025,1,1,263,1
1284,Morris-Lee,Retail,NLP Engineer,reinforcement learning;tensorflow;pandas;keras;python;pytorch,Mid,Internship,"West Eric, ZA",53719-90956,2024-03-28,Startup,scikit-learn,53719.0,90956.0,72337.5,6,2024,3,1,551,1
1285,Baxter and Sons,Healthcare,Data Scientist,pandas;reinforcement learning;fastapi;power bi,Senior,Contract,"West Carolynside, TN",85034-137565,2024-02-06,Startup,fastapi,85034.0,137565.0,111299.5,4,2024,2,1,602,2
1286,"King, Hatfield and Small",Automotive,ML Engineer,reinforcement learning;tensorflow;hugging face;sql;c++;langchain,Senior,Remote,"Wheelerview, BZ",78685-174178,2025-03-26,Startup,kdb+,78685.0,174178.0,126431.5,6,2025,3,1,188,2
1287,"Bailey, Chavez and Green",Tech,Data Scientist,r;scikit-learn;langchain;flask,Entry,Full-time,"East Marcus, TH",125195-148007,2025-04-28,Large,bigquery;tensorflow,125195.0,148007.0,136601.0,4,2025,4,2,155,0
1288,"Daniels, Lambert and Porter",E-commerce,Data Analyst,langchain;c++;power bi,Entry,Full-time,"Tylerberg, CU",59356-113740,2025-03-03,Large,langchain,59356.0,113740.0,86548.0,3,2025,3,1,211,0
